kind,url,expect,http_status,content_type,content_length,ct_family_ok,verdict
live_build_asset,/assets/charts-vendor-EmPn-XEw.js,200 非 text/html,200,application/javascript; charset=utf-8,,yes,PASS
spa_route,/gaokao/grammar/x/mastery,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/grammar/x/quiz,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/grammar/x/quiz/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/aihistory,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/aitest,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/course,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/mistakes,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/profile,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/semester/grade4_volume2,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/semester/grade4_volume2/unit/g4v2_u1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/hub/4/semester/grade4_volume2/unit/g4v2_u1/stage/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/lesson/cloze/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/lesson/grammar/1/mastery,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/lesson/grammar/kp/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/lesson/listening/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/lesson/reading/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/lesson/unit-grammar/4/g4v2_u1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/listening,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/listening-board-legacy,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/listening/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/mistakes,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/reading,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/reading-board-legacy,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/reading/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/reading/article/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/reading/knowledge,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/vocab,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/vocab-board-legacy,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/writing,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/writing-board-legacy,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/gaokao/writing/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/grammar-lab/subjunctive,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/hub,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/cloze/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar-lab/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar-legacy,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar/1/mastery,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar/kp/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar/point/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar/revenge,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/grammar/unit/7/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/aihistory,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/aitest,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/course,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/final-challenge,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/final-challenge/level/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/mistakes,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/profile,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/semester/grade4_volume2,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/semester/grade4_volume2/unit/g4v2_u1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/hub/4/semester/grade4_volume2/unit/g4v2_u1/stage/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/kp/1/practice,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/listening,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/listening/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/reading,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/reading/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/suzhou,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/suzhou/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/suzhou/1/mode,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/suzhou/favorites,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/suzhou/report/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/unit-grammar/4/g4v2_u1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/vocab,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/writing,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/junior/writing/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/kids,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/leaderboard,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/learning-center,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/learning-center/list,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/level/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/level/1/unit/g4v2_u1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/level/1/unit/g4v2_u1/lesson/am1_l01,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/levels,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/library,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/library/tom-sawyer,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/library/tom-sawyer/read,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/library/vocab,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/me,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/mistakes,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/parent,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/pets,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/placement,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/pricing,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/aihistory,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/aitest,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/course,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/final-challenge,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/final-challenge/level/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/final-challenge/strengthen,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/mistakes,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/profile,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/semester/grade4_volume2,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/semester/grade4_volume2/unit/g4v2_u1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/semester/grade4_volume2/unit/g4v2_u1/stage/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/semester/grade4_volume2/unit/g4v2_u1/stage/1/phonics,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/bubble,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/context,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/match,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/quiz,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/rain,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/spell,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/hub/4/vocab-games/whack,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/parent,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/primary/y2,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/privacy,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/q/x,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/reading,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/reading/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/review,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/review/today,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/scenes,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/scenes/daily,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/scenes/daily/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/senior,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/slang,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/social,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/stage-test/primary/4/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/stage-tests/primary/4,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/stats,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/teacher,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/teacher/cards,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/teacher/cards/x,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/teacher/class/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/teacher/class/1/student/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/terms,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/unsubscribe,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/weekly-report,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/workplace,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/workplace/daily,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/workplace/daily/1,200 text/html,200,text/html; charset=utf-8,,yes,PASS
spa_route,/y2,200 text/html,200,text/html; charset=utf-8,,yes,PASS
static_asset,/assets/books/barbecue/cover.png,200 非 text/html,200,image/png,1119215,yes,PASS
static_asset,/assets/books/barbecue/page1.png,200 非 text/html,200,image/png,118677,yes,PASS
static_asset,/assets/books/barbecue/page3.png,200 非 text/html,200,image/png,148392,yes,PASS
static_asset,/assets/books/barbecue/page4.png,200 非 text/html,200,image/png,175620,yes,PASS
static_asset,/assets/books/barbecue/page6.png,200 非 text/html,200,image/png,165381,yes,PASS
static_asset,/audio/hub/oclock.mp3,200 非 text/html,200,audio/mpeg,27264,yes,PASS
static_asset,/dashboard-preview.html,200 text/html,200,text/html; charset=utf-8,,yes,PASS
static_asset,/donate/wechat.png,200 非 text/html,200,image/png,177875,yes,PASS
static_asset,/favicon.png,200 非 text/html,200,image/png,33947,yes,PASS
static_asset,/images/classroom-hokusai.jpg,200 非 text/html,200,image/jpeg,276413,yes,PASS
static_asset,/images/cmp_bear_rabbit.png,200 非 text/html,200,image/png,36315,yes,PASS
static_asset,/images/cmp_bus_car.png,200 非 text/html,200,image/png,29349,yes,PASS
static_asset,/images/cmp_cow_sheep.png,200 非 text/html,200,image/png,32084,yes,PASS
static_asset,/images/cmp_dinosaur_mouse.png,200 非 text/html,200,image/png,32769,yes,PASS
static_asset,/images/cmp_elephant_ant.png,200 非 text/html,200,image/png,36311,yes,PASS
static_asset,/images/cmp_elephant_mouse.png,200 非 text/html,200,image/png,36613,yes,PASS
static_asset,/images/cmp_horse_dog.png,200 非 text/html,200,image/png,786717,yes,PASS
static_asset,/images/cmp_rhino_goat.png,200 非 text/html,200,image/png,47070,yes,PASS
static_asset,/images/cmp_tiger_cat.png,200 非 text/html,200,image/png,51721,yes,PASS
static_asset,/images/cmp_tiger_rabbit.png,200 非 text/html,200,image/png,51651,yes,PASS
static_asset,/images/cmp_tree_plant.png,200 非 text/html,200,image/png,46208,yes,PASS
static_asset,/images/exam-raphael.jpg,200 非 text/html,200,image/jpeg,105605,yes,PASS
static_asset,/images/gaokao-exam-michelangelo.jpg,200 非 text/html,200,image/jpeg,127321,yes,PASS
static_asset,/images/gaokao-exam-mona-lisa.jpg,200 非 text/html,200,image/jpeg,1989,yes,PASS
static_asset,/images/gaokao-grammar-klimt.jpg,200 非 text/html,200,image/jpeg,405103,yes,PASS
static_asset,/images/gaokao-hero-starry.jpg,200 非 text/html,200,image/jpeg,169792,yes,PASS
static_asset,/images/gaokao-listening-munch.jpg,200 非 text/html,200,image/jpeg,4219156,yes,PASS
static_asset,/images/gaokao-reading-rembrandt.jpg,200 非 text/html,200,image/jpeg,3641,yes,PASS
static_asset,/images/gaokao-vocab-klimt.jpg,200 非 text/html,200,image/jpeg,405103,yes,PASS
static_asset,/images/gaokao-writing-picasso.jpg,200 非 text/html,200,image/jpeg,3641,yes,PASS
static_asset,/images/gaokao-writing-starry.jpg,200 非 text/html,200,image/jpeg,350032,yes,PASS
static_asset,/images/gk-exam-michelangelo.jpg,200 非 text/html,200,image/jpeg,262051,yes,PASS
static_asset,/images/gk-listening-chagall.jpg,200 非 text/html,200,image/jpeg,275052,yes,PASS
static_asset,/images/gk-reading-rembrandt.jpg,200 非 text/html,200,image/jpeg,84724,yes,PASS
static_asset,/images/gk-writing-picasso.jpg,200 非 text/html,200,image/jpeg,188042,yes,PASS
static_asset,/images/grammar-mondrian.jpg,200 非 text/html,200,image/jpeg,44737,yes,PASS
static_asset,/images/junior/banner-sync.webp,200 非 text/html,200,image/webp,271904,yes,PASS
static_asset,/images/junior/card-exam.webp,200 非 text/html,200,image/webp,154930,yes,PASS
static_asset,/images/junior/card-listening.webp,200 非 text/html,200,image/webp,50842,yes,PASS
static_asset,/images/junior/card-reading.webp,200 非 text/html,200,image/webp,47998,yes,PASS
static_asset,/images/junior/card-writing.webp,200 非 text/html,200,image/webp,220790,yes,PASS
static_asset,/images/primary/grade3-banner.jpg,200 非 text/html,200,image/jpeg,104414,yes,PASS
static_asset,/images/primary/grade4-banner.jpg,200 非 text/html,200,image/jpeg,113199,yes,PASS
static_asset,/images/primary/grade6-banner.jpg,200 非 text/html,200,image/jpeg,123785,yes,PASS
static_asset,/images/vocabulary-monet.jpg,200 非 text/html,200,image/jpeg,192251,yes,PASS
static_asset,/images/writing-vangogh.jpg,200 非 text/html,200,image/jpeg,191180,yes,PASS
static_asset,/landing/ai-banner-v2.webp,200 非 text/html,200,image/webp,8226,yes,PASS
static_asset,/landing/ai-tablet.webp,200 非 text/html,200,image/webp,14064,yes,PASS
static_asset,/landing/avatar1.png,200 非 text/html,200,image/png,25062,yes,PASS
static_asset,/landing/avatar2.png,200 非 text/html,200,image/png,25062,yes,PASS
static_asset,/landing/hero-v2.webp,200 非 text/html,200,image/webp,50902,yes,PASS
static_asset,/landing/hero.png,200 非 text/html,200,image/png,405917,yes,PASS
static_asset,/landing/partner-1.webp,200 非 text/html,200,image/webp,712,yes,PASS
static_asset,/landing/partner-2.webp,200 非 text/html,200,image/webp,584,yes,PASS
static_asset,/landing/partner-4.webp,200 非 text/html,200,image/webp,792,yes,PASS
static_asset,/landing/partner-5.webp,200 非 text/html,200,image/webp,668,yes,PASS
static_asset,/landing/universities/oxford.jpg,200 非 text/html,200,image/jpeg,117603,yes,PASS
static_asset,/landing/universities/stanford.jpg,200 非 text/html,200,image/jpeg,119618,yes,PASS
static_asset,/library-hall.jpg,200 非 text/html,200,image/jpeg,355989,yes,PASS
static_asset,/manifest.webmanifest,200 非 text/html,200,application/manifest+json; charset=utf-8,613,yes,PASS
static_asset,/parent-preview.html,200 text/html,200,text/html; charset=utf-8,,yes,PASS
static_asset,/placeholder.svg,200 非 text/html,200,image/svg+xml,,yes,PASS
static_asset,/primary/finalChallenge_images/apple.png,200 非 text/html,200,image/png,28230,yes,PASS
static_asset,/primary/finalChallenge_images/banana.png,200 非 text/html,200,image/png,26392,yes,PASS
static_asset,/primary/finalChallenge_images/bedroom.png,200 非 text/html,200,image/png,178522,yes,PASS
static_asset,/primary/finalChallenge_images/blackboard.png,200 非 text/html,200,image/png,71262,yes,PASS
static_asset,/primary/finalChallenge_images/bread.png,200 非 text/html,200,image/png,33825,yes,PASS
static_asset,/primary/finalChallenge_images/cat.png,200 非 text/html,200,image/png,50595,yes,PASS
static_asset,/primary/finalChallenge_images/chair.png,200 非 text/html,200,image/png,33925,yes,PASS
static_asset,/primary/finalChallenge_images/clock1.png,200 非 text/html,200,image/png,149056,yes,PASS
static_asset,/primary/finalChallenge_images/clock2.png,200 非 text/html,200,image/png,154171,yes,PASS
static_asset,/primary/finalChallenge_images/clock4.png,200 非 text/html,200,image/png,138211,yes,PASS
static_asset,/primary/finalChallenge_images/coat.png,200 非 text/html,200,image/png,140047,yes,PASS
static_asset,/primary/finalChallenge_images/computer.png,200 非 text/html,200,image/png,146530,yes,PASS
static_asset,/primary/finalChallenge_images/cows.png,200 非 text/html,200,image/png,190409,yes,PASS
static_asset,/primary/finalChallenge_images/door.png,200 非 text/html,200,image/png,83585,yes,PASS
static_asset,/primary/finalChallenge_images/driver.png,200 非 text/html,200,image/png,225910,yes,PASS
static_asset,/primary/finalChallenge_images/elephant.png,200 非 text/html,200,image/png,48280,yes,PASS
static_asset,/primary/finalChallenge_images/eraser.png,200 非 text/html,200,image/png,97526,yes,PASS
static_asset,/primary/finalChallenge_images/farmer.png,200 非 text/html,200,image/png,183653,yes,PASS
static_asset,/primary/finalChallenge_images/fork.png,200 非 text/html,200,image/png,94650,yes,PASS
static_asset,/primary/finalChallenge_images/giraffe.png,200 非 text/html,200,image/png,36183,yes,PASS
static_asset,/primary/finalChallenge_images/hand.png,200 非 text/html,200,image/png,21660,yes,PASS
static_asset,/primary/finalChallenge_images/horses.png,200 非 text/html,200,image/png,168693,yes,PASS
static_asset,/primary/finalChallenge_images/kitchen.png,200 非 text/html,200,image/png,172320,yes,PASS
static_asset,/primary/finalChallenge_images/library.png,200 非 text/html,200,image/png,169299,yes,PASS
static_asset,/primary/finalChallenge_images/livingroom.png,200 非 text/html,200,image/png,173605,yes,PASS
static_asset,/primary/finalChallenge_images/noodles.png,200 非 text/html,200,image/png,209960,yes,PASS
static_asset,/primary/finalChallenge_images/nose.png,200 非 text/html,200,image/png,18974,yes,PASS
static_asset,/primary/finalChallenge_images/pencil.png,200 非 text/html,200,image/png,25718,yes,PASS
static_asset,/primary/finalChallenge_images/pig.png,200 非 text/html,200,image/png,38921,yes,PASS
static_asset,/primary/finalChallenge_images/playground.png,200 非 text/html,200,image/png,185905,yes,PASS
static_asset,/primary/finalChallenge_images/rainy.png,200 非 text/html,200,image/png,114472,yes,PASS
static_asset,/primary/finalChallenge_images/ruler.png,200 非 text/html,200,image/png,134456,yes,PASS
static_asset,/primary/finalChallenge_images/schoolbag.png,200 非 text/html,200,image/png,172447,yes,PASS
static_asset,/primary/finalChallenge_images/ship.png,200 非 text/html,200,image/png,141271,yes,PASS
static_asset,/primary/finalChallenge_images/shirt.png,200 非 text/html,200,image/png,118854,yes,PASS
static_asset,/primary/finalChallenge_images/shorts.png,200 非 text/html,200,image/png,111102,yes,PASS
static_asset,/primary/finalChallenge_images/snowy.png,200 非 text/html,200,image/png,105311,yes,PASS
static_asset,/primary/finalChallenge_images/socks.png,200 非 text/html,200,image/png,161918,yes,PASS
static_asset,/primary/finalChallenge_images/storybook.png,200 非 text/html,200,image/png,178051,yes,PASS
static_asset,/primary/finalChallenge_images/sunny.png,200 非 text/html,200,image/png,127389,yes,PASS
static_asset,/primary/finalChallenge_images/tomato.png,200 非 text/html,200,image/png,107560,yes,PASS
static_asset,/primary/finalChallenge_images/watermelon.png,200 非 text/html,200,image/png,29398,yes,PASS
static_asset,/primary/finalChallenge_images/window.png,200 非 text/html,200,image/png,202104,yes,PASS
static_asset,/primary/hub/g4v2_u1/library.svg,200 非 text/html,200,image/svg+xml,865,yes,PASS
static_asset,/primary/images/primary/g4v1_u1/trophy.png,200 非 text/html,200,image/png,581600,yes,PASS
static_asset,/primary/wordcard_images/fc_word_computer.png,200 非 text/html,200,image/png,146530,yes,PASS
static_asset,/primary/wordcard_images/fc_word_cute.png,200 非 text/html,200,image/png,244756,yes,PASS
static_asset,/primary/wordcard_images/fc_word_justaminute.png,200 非 text/html,200,image/png,233657,yes,PASS
static_asset,/primary/wordcard_images/fc_word_mine.png,200 非 text/html,200,image/png,236766,yes,PASS
static_asset,/primary/wordcard_images/fc_word_nextto.png,200 非 text/html,200,image/png,182254,yes,PASS
static_asset,/primary/wordcard_images/fc_word_over.png,200 非 text/html,200,image/png,214568,yes,PASS
static_asset,/primary/wordcard_images/fc_word_quiet.png,200 非 text/html,200,image/png,199868,yes,PASS
static_asset,/primary/wordcard_images/fc_word_strong.png,200 非 text/html,200,image/png,240371,yes,PASS
static_asset,/robots.txt,200 非 text/html,200,text/plain; charset=utf-8,213,yes,PASS
static_asset,/sitemap.xml,200 非 text/html,200,application/xml,,yes,PASS
